Met,9.0592254402955e-32,1.66713532640091,0.941,0.031,0.91,79591401
Utrn,1.20007898066803e-18,1.25303390396654,1,0.163,0.837,73929872
Calcr,2.68662388014063e-14,1.07792294882018,1,0.174,0.826,75080999
Unc5c,8.28303817263471e-15,1.01262160273605,1,0.22,0.78,71670708
Nr2f2,3.10343673911715e-13,0.762877945200694,0.941,0.161,0.78,112646890
Elmo1,1.65792218538538e-23,1.31889457230922,1,0.227,0.773,70743907
Pcp4l1,6.36433775331601e-19,1.89721505855712,1,0.278,0.722,75084520
Pde4b,1.45652428499712e-15,1.27571134828539,0.941,0.225,0.716,2472
Chrm2,1.77774310449548e-11,0.540544535163314,0.765,0.064,0.701,70560343
Cbln2,4.12170693440246e-08,0.476711670894566,0.941,0.247,0.694,70231306
Tacr3,2.96997102296132e-15,0.537865570251994,0.706,0.013,0.693,1297
Galnt18,4.02565946494455e-10,0.755901393258053,0.824,0.132,0.692,70928328
Wscd1,5.05935874374367e-09,0.609615465405511,0.882,0.205,0.677,71920517
Rxfp1,1.91258272675957e-10,0.688101486453109,0.765,0.097,0.668,70562124
Crim1,2.02822083615094e-07,0.670293205685574,0.824,0.174,0.65,72283807
Tenm4,1.49673332967533e-08,0.702834157011351,0.882,0.244,0.638,754
Kcnd2,5.79700348790056e-11,1.00642865917245,0.882,0.271,0.611,71020432
Synpr,5.42975823357411e-13,0.951112705971807,0.706,0.101,0.605,1862
Fjx1,8.21253560660732e-07,0.367288497586641,0.765,0.163,0.602,1203
Sema6a,2.15661090672638e-06,0.443630836091615,0.941,0.361,0.58,71358651
Plcb4,5.27944581885102e-08,0.84813660037937,0.941,0.363,0.578,72008304
Lpar1,3.12958279434014e-08,1.09655773410702,0.882,0.306,0.576,79556595
Peg10,5.31538415656859e-08,0.650375629149532,0.824,0.262,0.562,74357549
Cpne6,5.14343122088187e-07,0.396649015558942,0.706,0.15,0.556,73769322
Lypd6b,2.8746606704046e-09,0.967183033363119,0.588,0.044,0.544,73635774
Mgll,7.7191034239575e-11,1.04540004884322,1,0.46,0.54,72129243
Ighm,4.14596594279321e-08,1.24841442013588,0.647,0.11,0.537,72109389
S100b,1.4125410870698e-06,0.825726729195847,0.647,0.121,0.526,923
Iqsec3,1.01619406778224e-07,0.673831873418463,1,0.482,0.518,73636153
Arpp21,9.39062885585502e-07,0.391446251682547,0.588,0.09,0.498,79567762
Ntm,1.62752138124221e-08,0.800522147206308,1,0.504,0.496,573
Chuk,1.60935699112225e-07,0.163095390318359,0.882,0.396,0.486,1685
Gabra2,4.49644704937607e-07,0.77394692454889,0.882,0.396,0.486,74988690
Zeb2,4.7297643550239e-10,0.817273369743541,0.824,0.368,0.456,71924066
Tox3,8.94529803295374e-09,0.269593376981231,0.471,0.015,0.456,75077172
Lypd6,1.47685695423928e-06,0.680135762193807,1,0.548,0.452,77332684
Purg,1.03683822875727e-06,0.309865332500349,0.588,0.139,0.449,74882788
Lypd1,2.8965186593198e-07,1.04518975375048,1,0.559,0.441,72008305
Camk2d,2.06680849015046e-15,1.14946075408552,1,0.575,0.425,71016676
Oprm1,3.02706245639889e-07,0.398740486200332,0.471,0.046,0.425,79912572
Plxna4,3.02590350201023e-07,-0.109597206361603,1,0.593,0.407,75084090
Rtn4rl1,3.58311253428245e-08,0.306849008906183,0.412,0.009,0.403,1826
Fh1,5.69437392461232e-07,-0.130309688755709,0.765,0.41,0.355,355890
Tbc1d1,8.86828169255104e-08,0.0188379551361557,0.471,0.126,0.345,71670698
Arl4c,1.1275220002904e-06,0.0259342305842718,0.706,0.366,0.34,74988455
Txnrd1,1.34837813462123e-07,-0.356579126833513,0.882,0.57,0.312,74988746
Spock3,4.20890885187985e-15,1.24567868952863,1,0.718,0.282,70634298
Rab3c,2.92925656869468e-14,1.03786983763459,1,0.736,0.264,73521805
Nudt21,1.73376264266163e-06,-0.2237179892767,1,0.764,0.236,2115
Olfm1,5.24189553740074e-09,-0.648558997595191,1,0.857,0.143,760
Daam2,1.0927784655576e-06,-0.000959633888376624,0.176,0.059,0.117,74511880
Syngr3,2.03693767208732e-10,-0.591560007763085,1,0.912,0.088,1860
Cdh13,4.08623801206347e-11,-1.33894496924397,0.941,0.855,0.086,77869863
Ctsl,6.57716131493757e-09,-0.920776526894567,0.941,0.855,0.086,1187
Cst3,2.56430097112225e-07,-0.719869537424759,1,0.914,0.086,69120555
Cntn1,9.46637948853698e-07,0.487234480044768,1,0.936,0.0639999999999999,414
Vsnl1,2.66330955087712e-12,-1.32136550399676,0.941,0.883,0.0579999999999999,1106
Ankrd6,2.04455153270261e-06,-0.386027050611052,0.588,0.557,0.0309999999999999,71247671
Slc6a4,5.38096813615887e-18,-1.16702073955533,1,0.971,0.029,79591679
Ube2ql1,2.39272478280335e-09,-1.00390554334472,0.882,0.857,0.025,71249083
Rab27b,1.00561388251754e-06,-0.829808724758228,0.765,0.74,0.025,74641314
Nap1l5,1.62835179783006e-07,0.73505835603102,1,0.989,0.011,72080123
Chga,2.65855258670021e-10,-1.08668642399742,0.882,0.879,0.003,2093
Aldoc,3.92729246423701e-07,-1.05935289781141,0.941,0.949,-0.00800000000000001,79556636
Ptprt,1.18837587506714e-06,-0.475415099110795,0.529,0.537,-0.00800000000000001,866
Pea15a,1.56970176711675e-10,-0.909411870896922,0.941,0.956,-0.015,70928292
Id4,2.05725378615958e-06,-0.943749007147264,0.765,0.811,-0.046,74357547
Syn2,9.06596812692462e-07,-0.876448765754099,0.765,0.83,-0.0649999999999999,73929870
Gch1,1.0363862316625e-14,-1.39962157807661,0.824,0.919,-0.0950000000000001,70813921
Zbtb20,8.76930655878505e-13,-1.47361238362342,0.765,0.903,-0.138,1143
Slc10a4,5.46170378123775e-09,-0.925002088948069,0.765,0.905,-0.14,71670742
