Fxyd5,8.19184770067417e-08,0.091479592222629,0.2,0.022,0.178,74819694
Ngb,1.25485996189097e-06,0.0949775807843897,0.2,0.022,0.178,79556712
Nr3c1,4.27260394716568e-07,0.329364008904638,1,0.828,0.172,727
Adra1a,1.4303442841547e-06,-0.0118131207616967,0.514,0.342,0.172,75042247
Hax1,2.78310894849686e-07,-0.0689894847623633,0.729,0.566,0.163,2303
Vgf,1.9617628036507e-09,-0.130538174747992,0.471,0.309,0.162,71924165
Ifngr2,1.11301559210799e-07,-0.0746781146428269,0.671,0.511,0.16,1460
Ncdn,8.16564261468293e-07,-0.0938409733652129,0.714,0.561,0.153,684
Cdh13,8.1804803020232e-22,0.604378507011648,0.986,0.835,0.151,77869863
Ube2ql1,1.91459454118935e-06,0.161566569048039,0.986,0.835,0.151,71249083
Mapk3,8.44767155256622e-07,-0.119615356525562,0.614,0.474,0.14,32576
Cadm2,1.72600511027012e-11,-0.503119901769541,0.9,0.766,0.134,73635999
Cpne7,9.4262272624216e-08,-0.324189374238773,0.914,0.786,0.128,73817432
Pclo,1.62974720455415e-07,0.298681965026464,1,0.88,0.12,71670682
Vsnl1,5.24829681058049e-11,0.294513858612024,0.986,0.868,0.118,1106
Prkacb,1.25996258592498e-08,-0.238810082363257,0.971,0.853,0.118,75043158
Pcp4,1.53942044615449e-06,-0.258940182679275,0.829,0.711,0.118,772
Ppp3ca,1.34735503815108e-10,-0.361163688736999,0.957,0.853,0.104,73817435
Napb,8.10607598214483e-07,-0.260798581911226,0.943,0.84,0.103,75651234
Pik3r3,5.19985068435195e-08,-0.0271280657997491,0.271,0.17,0.101,74583163
Tanc1,3.27634454997716e-08,-0.116176361339765,0.357,0.259,0.098,72081515
Ramp1,2.04208092819643e-06,-0.018846843955653,0.157,0.07,0.087,1912
Atp8a1,9.88099576901241e-08,-0.387682609960644,0.914,0.833,0.0810000000000001,74881560
Syt4,6.72543516491223e-07,-0.274526027783689,0.986,0.905,0.081,2651
Rnasek,6.34239338204544e-07,-0.124627857852255,0.557,0.481,0.0760000000000001,75934529
Dnaja4,2.86412606021744e-07,-0.151900319974857,0.414,0.342,0.072,70744391
Cpe,2.05244092671871e-07,-0.263155247923504,0.986,0.915,0.071,1691
Fdft1,1.53602261421757e-09,-0.373181244591405,0.886,0.818,0.0680000000000001,75041432
Tubb4a,1.36720557816498e-06,-0.132793209221809,0.529,0.464,0.065,1081
Hmgcs1,1.41085757645899e-07,-0.310710292494709,0.9,0.838,0.0620000000000001,80517057
Pgm2l1,2.201678033397e-11,-0.433598755802427,0.957,0.898,0.0589999999999999,70615597
Tbc1d14,2.73575208254785e-10,-0.144211286811156,0.414,0.367,0.047,71020391
Zfyve9,3.09075825064732e-08,0.425248406615393,0.371,0.327,0.044,73521827
Dcbld2,8.42570942786479e-07,-0.176821680983652,0.457,0.431,0.026,73992944
Gpd2,2.76457483324765e-08,-0.306859961229085,0.443,0.434,0.00900000000000001,70615598
Slc18a2,1.46083283175506e-15,0.537486558418965,0.986,0.98,0.00600000000000001,79591703
Snca,2.89209597910818e-14,-0.551792511761842,0.843,0.84,0.003,986
Spock3,6.03413281200573e-07,-0.489045035579587,0.729,0.728,0.001,70634298
Rab3c,7.93897025665619e-12,-0.540595346590517,0.714,0.751,-0.037,73521805
Esr2,2.0300355676955e-07,-0.0634919933919069,0.029,0.125,-0.096,71670737
Kcnab1,5.64756366673286e-07,-0.322845683342507,0.257,0.379,-0.122,70301087
Adcy2,6.53586696003421e-08,-0.456451278881347,0.314,0.441,-0.127,79567501
Pbx3,1.82980254628036e-08,-0.482836301844763,0.443,0.586,-0.143,76085744
Utrn,3.58110367767755e-07,-0.282725309628542,0.071,0.214,-0.143,73929872
Miat,1.53635662905606e-08,-0.227257908951932,0.157,0.302,-0.145,72340194
Tenm3,1.53340306621658e-07,-0.151673217695376,0.057,0.214,-0.157,79908833
Crtac1,2.78140575430314e-08,-0.414073983472803,0.357,0.556,-0.199,75749739
Crhr2,1.79835365855318e-06,-0.278199994440662,0.043,0.269,-0.226,79907934
Mgll,5.58141112748259e-07,-0.624776334579638,0.286,0.514,-0.228,72129243
Pcdh11x,7.39591850502704e-09,-0.423479917897664,0.071,0.302,-0.231,73521002
Slit2,2.02922550324354e-07,-0.403015548465409,0.114,0.364,-0.25,980
Ntm,3.03535316922015e-09,-0.605437575181195,0.286,0.564,-0.278,573
